Date,Company,Prev Close,Day Close,Change (%),Change (Rs.),Turnover,gap_return,change_pct,turnover_log,gap_return_ma_5,gap_return_std_5,gap_return_z_5,turnover_ma_5,turnover_std_5,turnover_z_5,anomaly_label,anomaly_score
2025-08-12,ABANS,172.10266373980068,326.67,89.81333725957296,0.0,0.0,0.898111237219938,0.8981333725957296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4864793224330446
2025-08-13,ABANS,326.6738095571366,136.26,-58.28793731844587,0.0,0.0,-0.5828866716167904,-0.5828793731844587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4435323554056915
2025-08-22,ABANS,777.0232125597033,486.8615705539358,-37.34272507122465,0.0,0.0,-0.3734272507122465,-0.3734272507122465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.47704122549303546
2025-08-22,ABANS,492.0431076295246,777.0232125597033,57.91771097111872,0.0,0.0,0.5791771097111872,0.5791771097111872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5121545393032516
2025-08-25,ABANS,436.0,429.29,-1.5397371597325282,0.0,0.0,-0.015389908256880688,-0.015397371597325283,0.0,0.10111690326904152,0.6265717059921576,-0.18594330132005746,0.0,0.0,0.0,1,0.3846445341501839
2025-08-25,ABANS,436.0,457.31,4.887534171952607,0.0,0.0,0.04887614678899083,0.04887534171952607,0.0,-0.06873011481714791,0.445437282769307,0.26402428839134084,0.0,0.0,0.0,1,0.3947049399501474
2025-08-25,ABANS,436.0,436.51,0.1168455357329207,0.0,0.0,0.001169724770642181,0.001168455357329207,0.0,0.04808116446033861,0.34130709755502237,-0.13744642295970363,0.0,0.0,0.0,1,0.38223464972917764
2025-08-25,ABANS,436.0,440.28,0.982018957938589,0.0,0.0,0.009816513761467827,0.00982018957938589,0.0,0.12472991735508147,0.25513811073413734,-0.450396858638486,0.0,0.0,0.0,1,0.393199157206732
2025-08-25,ABANS,436.0,441.39,1.2357801125265544,0.0,0.0,0.012362385321100886,0.012357801125265544,0.0,0.011366972477064207,0.023612747901917974,0.04215573927149008,0.0,0.0,0.0,1,0.3749186345909315
2025-08-25,ABANS,436.0,438.14,0.4913099536682965,0.0,0.0,0.0049082568807339135,0.004913099536682965,0.0,0.015426605504587129,0.01919393584489045,-0.5480037397672801,0.0,0.0,0.0,1,0.39410039606798924
2025-08-25,ABANS,436.0,453.26,3.9586693915786793,0.0,0.0,0.03958715596330273,0.03958669391578679,0.0,0.013568807339449507,0.015175902025005407,1.7144515417259985,0.0,0.0,0.0,1,0.4765852081435336
2025-08-25,ABANS,436.0,944.0,6.0,16.00,0.0,1.165137614678899,0.06,0.0,0.24636238532110086,0.5137883715719558,1.78823671416846,0.0,0.0,0.0,1,0.6141612901245924
2025-08-25,ABANS,436.0,418.97,-3.905695951640207,0.0,0.0,-0.039059633027522876,-0.03905695951640207,0.0,0.23658715596330274,0.5198432375994604,-0.5302498312062524,0.0,0.0,0.0,1,0.3948649309548817
2025-08-25,ABANS,436.0,427.17,-2.024864990746285,0.0,0.0,-0.020252293577981615,-0.02024864990746285,0.0,0.23006422018348624,0.5235515682162408,-0.47811243239000367,0.0,0.0,0.0,1,0.39249367953575975
2025-08-25,ABANS,436.0,435.88,-0.0276502678807659,0.0,0.0,-0.00027522935779817557,-0.000276502678807659,0.0,0.2290275229357798,0.5241136944463994,-0.43750574488571875,0.0,0.0,0.0,1,0.39154226924450847
2025-09-08,ABANS,39.54982511310567,75.09809418919077,89.88224088077051,0.0,0.0,0.8988224088077051,0.8988224088077051,0.0,0.40087457350466027,0.5839223303189425,0.8527638171177018,0.0,0.0,0.0,1,0.5172247481637998
2025-09-08,ABANS,75.09809418919077,43.66677393703138,-41.853685624799056,0.0,0.0,-0.4185368562479906,-0.41853685624799053,0.0,0.08413967931928237,0.48723538472479894,-1.0316913576611344,0.0,0.0,0.0,1,0.4632452562596629
2025-08-03,ACCESS ENG SL,85.10569213666635,238.76,180.5496759260093,0.0,0.0,1.8054527729659846,1.8054967592600928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5968379463836269
2025-08-17,ACCESS ENG SL,238.7637434840046,110.38,-53.77200366560018,0.0,0.0,-0.5377020045449462,-0.5377200366560018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.42898543588873966
2025-08-22,ACCESS ENG SL,732.0,763.66,4.325740269913172,0.0,0.0,0.043251366120218536,0.043257402699131725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4261177340754202
2025-08-22,ACCESS ENG SL,29.88055726198517,59.13173725412376,97.8936896513396,0.0,0.0,0.9789368965133964,0.978936896513396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5043470991720445
2025-08-22,ACCESS ENG SL,732.0,697.56,-4.705469473823887,0.0,0.0,-0.04704918032786893,-0.04705469473823887,0.0,0.4485779701453569,0.936092134621326,-0.5294640689121056,0.0,0.0,0.0,1,0.43643118364278877
2025-08-22,ACCESS ENG SL,732.0,729.32,-0.3655955939322375,0.0,0.0,-0.0036612021857922814,-0.003655955939322375,0.0,0.0867551751150015,0.5508870804082711,-0.16412869445728295,0.0,0.0,0.0,1,0.41512163769010024
2025-08-22,ACCESS ENG SL,732.0,766.27,4.6817949697445655,0.0,0.0,0.046816939890710355,0.046817949697445654,0.0,0.20365896400213282,0.43509255209844006,-0.36047968036910183,0.0,0.0,0.0,1,0.44143336099877584
2025-08-22,ACCESS ENG SL,732.0,752.56,2.8093317979049424,0.0,0.0,0.028087431693988998,0.028093317979049424,0.0,0.2006261771168869,0.43654063158068757,-0.3952409763053336,0.0,0.0,0.0,1,0.4321633335523067
2025-08-22,ACCESS ENG SL,732.0,719.98,-1.6414859753864215,0.0,0.0,-0.01642076502732238,-0.016414859753864215,0.0,0.0015546448087431525,0.03696388904234875,-0.4862964991446513,0.0,0.0,0.0,1,0.42756715029873754
2025-08-22,ACCESS ENG SL,732.0,768.27,4.955480752882526,0.0,0.0,0.04954918032786883,0.04955480752882526,0.0,0.020874316939890704,0.02974983755439403,0.9638662172709198,0.0,0.0,0.0,1,0.47532443638471045
2025-08-22,ACCESS ENG SL,466.7635162897111,887.2655993113443,90.08889262901084,0.0,0.0,0.9008889262901081,0.9008889262901084,0.0,0.20178434263507078,0.391701973866595,1.7847869816789252,0.0,0.0,0.0,1,0.6158253061795681
2025-08-22,ACCESS ENG SL,732.0,758.32,3.594972509654798,0.0,0.0,0.03595628415300553,0.03594972509654798,0.0,0.1996122114875298,0.3928047236292909,-0.41663431595841605,0.0,0.0,0.0,1,0.4378233252403109
2025-08-22,ACCESS ENG SL,732.0,57.3,4.0,0.30,0.0,-0.9217213114754099,0.04,0.0,0.009650462853650033,0.6451207238841005,-1.4437170282199554,0.0,0.0,0.0,1,0.5674063893546977
2025-08-22,ACCESS ENG SL,732.0,747.86,2.167136096019268,0.0,0.0,0.021666666666666685,0.02167136096019268,0.0,0.017267949192447837,0.6449607630079578,0.006820131900278986,0.0,0.0,0.0,1,0.41255062182336266
2025-08-22,ACCESS ENG SL,887.2655993113443,418.4323369133565,-52.84023890499927,0.0,0.0,-0.5284023890499926,-0.5284023890499927,0.0,-0.09832236468312446,0.6880781169540204,-0.6250453455353928,0.0,0.0,0.0,1,0.5405693218282276
2025-08-22,ACCESS ENG SL,732.0,723.18,-1.204970966252814,0.0,0.0,-0.01204918032786892,-0.01204970966252814,0.0,-0.28090998600671985,0.42899144547162044,0.626727662094225,0.0,0.0,0.0,1,0.43367381203225486
2025-08-22,ACCESS ENG SL,732.0,707.98,-3.2816200182438715,0.0,0.0,-0.0328142076502732,-0.032816200182438714,0.0,-0.2946640843673756,0.4172337615522332,0.6275855427972639,0.0,0.0,0.0,1,0.43687661145768164
2025-08-22,ACCESS ENG SL,59.13173725412376,37.42903298221291,-36.70229436798313,0.0,0.0,-0.3670229436798314,-0.3670229436798313,0.0,-0.1837244108082599,0.24841146799296035,-0.7378827328405222,0.0,0.0,0.0,1,0.4529494940613438
2025-08-25,ACCESS ENG SL,260.1281307076662,92.70178129794448,-64.3630310010095,0.0,0.0,-0.643630310010095,-0.6436303100100951,0.0,-0.31678380614361223,0.2861979025521324,-1.1420296967653212,0.0,0.0,0.0,1,0.48728589745466194
2025-08-25,ACCESS ENG SL,154.84856464994277,260.1281307076662,67.98872582107742,0.0,0.0,0.6798872582107742,0.6798872582107742,0.0,-0.0751258766914589,0.49603804522824935,1.5220871507039702,0.0,0.0,0.0,1,0.5040865003297808
2025-08-22,ALPHA FIRE,517.4481406154763,361.0857672087454,-30.21797956810636,0.0,0.0,-0.3021797956810636,-0.3021797956810636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.44179505650754125
2025-08-22,ALPHA FIRE,388.9059268670283,517.4481406154763,33.05226402281036,0.0,0.0,0.3305226402281036,0.3305226402281036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4497144690894531
2025-08-25,ALPHA FIRE,468.82776700800673,270.22064886085883,-42.36249047590137,0.0,0.0,-0.42362490475901365,-0.42362490475901365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.44007246491190755
2025-08-25,ALPHA FIRE,28.9,29.18,0.979096753287628,0.0,0.0,0.009688581314878932,0.00979096753287628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3656422077058578
2025-08-25,ALPHA FIRE,28.9,29.87,3.342719736583323,0.0,0.0,0.033564013840830534,0.03342719736583323,0.0,-0.07040589301125284,0.2985177412369036,0.34828719533145897,0.0,0.0,0.0,1,0.37808285732443947
2025-08-25,ALPHA FIRE,28.9,31.2,7.96,2.30,0.0,0.07958477508650522,0.0796,0.0,0.005947021142260931,0.2720664387570063,0.270660924885385,0.0,0.0,0.0,1,0.40166760251877537
2025-08-25,ALPHA FIRE,28.9,27.61,-4.454907225862804,0.0,0.0,-0.04463667820069202,-0.044549072258628045,0.0,-0.0690848425434982,0.2031877602644583,0.12032301705076014,0.0,0.0,0.0,1,0.3747439906401671
2025-08-25,ALPHA FIRE,28.9,29.07,0.593563681164273,0.0,0.0,0.0058823529411765295,0.005935636811642731,0.0,0.01681660899653984,0.045186257547998696,-0.24198189114795568,0.0,0.0,0.0,1,0.37397255613943836
2025-08-25,ALPHA FIRE,28.9,27.77,-3.920562853535357,0.0,0.0,-0.03910034602076121,-0.039205628535353566,0.0,0.007058823529411812,0.05188211801391725,-0.8896932376159151,0.0,0.0,0.0,1,0.40068718933990083
2025-08-25,ALPHA FIRE,28.9,27.52,-4.7826116193629264,0.0,0.0,-0.04775086505190308,-0.04782611619362927,0.0,-0.00920415224913491,0.05418987825578766,-0.7113268020426167,0.0,0.0,0.0,1,0.3976264321897589
2025-08-25,ALPHA FIRE,28.9,28.19,-2.4476756565571653,0.0,0.0,-0.024567474048442815,-0.024476756565571654,0.0,-0.030034602076124517,0.021961281046595397,0.24894394894733418,0.0,0.0,0.0,1,0.37841416719189797
2025-08-25,ALPHA FIRE,28.9,29.25,1.2120911168171355,0.0,0.0,0.012110726643598666,0.012120911168171355,0.0,-0.018685121107266382,0.026684011951277568,1.1540936125757737,0.0,0.0,0.0,1,0.4273103664853869
2025-08-25,ALPHA FIRE,28.9,27.6,-4.4937752773092585,0.0,0.0,-0.04498269896193762,-0.04493775277309259,0.0,-0.02885813148788921,0.024590125529081665,-0.6557334347471545,0.0,0.0,0.0,1,0.38986385277459945
2025-08-25,ALPHA FIRE,329.6829393965359,468.82776700800673,42.20565003034939,0.0,0.0,0.4220565003034939,0.4220565003034939,0.0,0.06337323777696181,0.2019310971079112,1.7762656057618165,0.0,0.0,0.0,1,0.5296469559019126
2025-08-25,ALPHA FIRE,28.9,29.01,0.3856152019779193,0.0,0.0,0.0038062283737025256,0.0038561520197791933,0.0,0.07368465646208293,0.19606931651844914,-0.3563965506137989,0.0,0.0,0.0,1,0.3747192816470064
2025-08-25,ALPHA FIRE,28.9,27.94,-3.3295809209905016,0.0,0.0,-0.03321799307958468,-0.03329580920990502,0.0,0.07195455265585457,0.19718800454979302,-0.5333617832157815,0.0,0.0,0.0,1,0.37743607833870735
2025-08-25,ALPHA FIRE,28.9,29.18,0.9612557190445372,0.0,0.0,0.009688581314878932,0.009612557190445372,0.0,0.07147012359011061,0.19737466331254888,-0.3130165809448333,0.0,0.0,0.0,1,0.37310149606421056
2025-08-01,AMANA LIFE,13.636707823844404,2.92,-78.59671592477088,0.0,0.0,-0.7858720713445039,-0.7859671592477088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5103627872822927
2025-08-06,AMANA LIFE,143.98538718999515,252.53,75.38816032315108,0.0,0.0,0.7538585333439107,0.7538816032315109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4644614685496362
2025-08-08,AMANA LIFE,252.5333217266985,122.23,-51.59830455150256,0.0,0.0,-0.5159846662442348,-0.5159830455150256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.42949185759637665
2025-08-23,AMANA LIFE,6.882178862301459,13.64,98.14521093809782,0.0,0.0,0.9819304718620272,0.9814521093809782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5211165449790617
2025-08-25,AMANA LIFE,64.0,57.6,-10.0,(6.40),0.0,-0.09999999999999998,-0.1,0.0,0.06678645352343986,0.7752456185483891,-0.2151401433725477,0.0,0.0,0.0,1,0.3960966664535161
2025-08-25,AMANA LIFE,64.0,62.55,-2.270853529646928,0.0,0.0,-0.022656250000000044,-0.022708535296469278,0.0,0.21942961779234063,0.6261982185193817,-0.3865962256563778,0.0,0.0,0.0,1,0.3714417728783407
2025-08-25,AMANA LIFE,64.0,61.64,-3.694949234058909,0.0,0.0,-0.03687499999999999,-0.03694949234058909,0.0,0.06128291112355848,0.5530648069350758,-0.1774799442899306,0.0,0.0,0.0,1,0.37058188053131047
2025-08-25,AMANA LIFE,908.0,905.43,-0.283290662005867,0.0,0.0,-0.00283039647577098,-0.00283290662005867,0.0,0.16391376507725125,0.45872920173438236,-0.3634914911075838,0.0,0.0,0.0,1,0.4558177534142274
2025-08-25,AMANA LIFE,908.0,910.32,0.2554373645971974,0.0,0.0,0.0025550660792952092,0.0025543736459719742,0.0,-0.03196131607929516,0.041170323560603614,0.8383801528249226,0.0,0.0,0.0,1,0.4845942598731091
2025-08-25,AMANA LIFE,908.0,877.26,-3.38573471707155,0.0,0.0,-0.0338546255506608,-0.0338573471707155,0.0,-0.018732241189427325,0.01788338731353279,-0.8456107389560368,0.0,0.0,0.0,1,0.48279261671881285
